route_id,agency_id,route_short_name,route_long_name,route_type,route_color,competent_authority,route_desc
5b292327bceb13f456298b899931de17,100047,171,Pataste - Maarja - Palamuse - Kuremaa -  Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA"
bbff61e0c10d0881e5383d2bca7b5fd4,50,171,Tallinn - Loovälja - Maardu,3,3bb5db,Harjumaa ÜTK,
0f51a8485afd746ab1960541c904a873,100047,172,Jõgeva - Kuremaa - Palamuse - Maarja - Pataste,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA"
52c93c3cafb307ea488a85701a0f6dc0,50,172,Tallinn - Lasnamägi - Muuga - Maardu,3,3bb5db,Harjumaa ÜTK,
7de0b4b40b8f52f43f641586ede6bca7,71,172A,Võru - Sõmerpalu - Hänike - Antsla,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA"
3bc0209b30e6a4f8b88bc859e5eeffb0,71,172B,Antsla - Hänike - Sõmerpalu - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA"
6b94d7a4159b802424e6cd57e7a9c6cc,71,173,Võru - Jaanimäe - Rõuge - Viitina - Haanja - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Riigipühadel käigus vastavalt riigipüha nädalapäevale"
59769e3ee996ccaff33c560dadd8a17b,100047,173,Pataste - Maarja - Palamuse - Kuremaa - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>Elistvere mõisa peatusse sõidab buss reisija tellimusel, tellimus esitada 48 tundi enne liini väljumist telefonil 776 0321<br>TASUTA"
0216cced4ebcebd9300798faec7f45b7,50,173,Pirita - Muuga aedlinn - Maardu,3,3bb5db,Harjumaa ÜTK,
58025be620d9f4a9c7a5677d44bef23c,71,174,Võru - Haanja - Rebäse - Rõuge - Utessuu - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>PÕRGUHAVVA ja MUNA peatusi teenindatakse ainult nõudmisel. Väljumissoovi korral nõudepeatuses teavitada bussijuhti sisenemisel. Pealetulekusoovi korral nõudepeatusest vajalik ettetellimine tel 5260065 hiljemalt kell 14."
3c27136d597fc97b60b0adc9f0594dc3,100047,174,Jõgeva - Kuremaa - Palamuse - Maarja - Luua - Palamuse - Kuremaa - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA"
a3e36adb0529aa81ea701eb0383115a9,50,174,Tallinn - Viimsi - Haabneeme,3,3bb5db,Harjumaa ÜTK,
5fa123ad8d2bcf85f6d23fbdfbf0e081,78,175,Tartu - Mustvee - Jõhvi - Sillamäe - Narva,3,660000,Maanteeamet,
a4a853cd5b5f35b57c5b4e5f67e0cb95,71,175,Võru - Rõuge - Haanja - Luutsniku - Haanja - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA"
785e1be8f5c06d0b0339cfb88806d2d4,100047,175,Jõgeva - Kuremaa - Palamuse - Luua - Maarja - Palamuse - Kuremaa - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA"
f08df65b9e342507c21054764251aaad,71,176,Võru - Utessuu - Rõuge - Jaanimäe - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Käigus koolipäevadel"
936d69551a09baa53c62bd111a23fc14,220,177,Tallinn - Paide - Türi - Viljandi - Karksi-Nuia - Valga,3,660000,Maanteeamet,
dd68e8fef84253312fc1dbb303b92274,71,177,Võru - Nursi - Lauri - Rõuge - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA"
7fdf4fa4203da13138d18f2bdf093293,220,178,Tallinn - Paide - Türi - Viljandi - Karksi-Nuia - Valga,3,660000,Maanteeamet,
f0e95e46eceba392e004de14ad39b385,71,178A,Võru - Haanja - Ruusmäe,3,3bb5db,Võru MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA"
c9fdd367fda64a756859669c5a530332,71,178B,Ruusmäe - Haanja - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel"
d5228844f3ab7de802f9644f97361d78,220,179,Tallinn - Paide - Türi - Viljandi - Karksi-Nuia - Valga,3,660000,Maanteeamet,
f34a3e34a7aa21b36dd5015507a7475b,71,179,Võru - Haanja - Ruusmäe - Tsiistre - Plaani - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA"
db605ff86483e2d72ffa753202715a31,50,17A,Mai kool - Papiniidu - Tähe - KEK - Rabahall,3,de2c42,Pärnu LV,"Liini komentaarid:<br>Liin käigus ainult tööpäevadel"
ee44a9e5ca73827bf7bb2e8829e645d7,56,17A,J. Sütiste tee - Juhkentali,3,de2c42,Tallinna TA,
cc1d128ae87028e550368f403acd3f75,100046,17A,Paide - Peetri - Viisu - Vedruka -Tarbja - Paide,3,3bb5db,Järvamaa ÜTK,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel"
9c2657c45e2ee4926d685c2c46cc10b3,60,17A,Põlva - Vastse-Kuuste - Karilatsi - Kiidjärve - Põlva,3,3bb5db,Põlva MV,"Liini komentaarid:<br>Käigus koolipäevadel.<br>TASUTA"
f507f75b227aa23362bff546d9357367,100046,17B,Paide - Viisu - Vedruka - Paide,3,3bb5db,Järvamaa ÜTK,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel"
35913450928d2325c3d9fe824aa95c8d,60,17B,Põlva - Karilatsi - Vastse-Kuuste - Lootvina - Põlva,3,3bb5db,Põlva MV,"Liini komentaarid:<br>Käigus KOOLIVAHEAEGADEL esmaspäevast reedeni (v.a riigipühad).<br>TASUTA"
8e255ef8b63d5bd10decd5c731158c33,100046,17C,Paide - Vedruka - Viisu - Tarbja - Paide,3,3bb5db,Järvamaa ÜTK,"Liini komentaarid:<br>TASUTA<br>Riigipühadel pühapäevane sõidugraafik"
cd6b6a69ec8a88f7cdf8d5097671c6d1,100046,17D,Paide - Tarbja - Öötla - Peetri - Sargvere - Paide,3,3bb5db,Järvamaa ÜTK,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus koolivaheaegadel<br>Ei ole käigus riigipühadel"
04dda7c2a2f6af8b1c6dd98214bdb394,50,18,Teater - KEK - Raba - Rääma - Jaama - Kaubajaam,3,de2c42,Pärnu LV,
e3a5d4b1541f0b809674a3fce64dc453,56,18,Viru keskus - Laagri,3,de2c42,Tallinna TA,
5ec5eec78416f68b7274f83b69dd991e,60,18,Aseri - Viru-Nigula - Kunda,3,3bb5db,Lääne-Viru MV,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel"
9ca0f4ae0bbd3ca806cb69eb22504e16,71,180,Võru - Haanja - Kurgjärve - Rõuge - Kokõmäe - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel"
fe3935621c45959fdcfb2495b13f7d2e,100047,180,Jõgeva - Palamuse - Assikvere - Voore - Kuremaa - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel.<br>Alates 01.01.2018 käigus kõigil tööpäevadel v.a. suvine koolivaheaeg.<br>TASUTA"
a3e4333ca5eef2bb2d90e8234f0ebf5e,295,180E,Rannamõisa - Tallinn - Maardu,3,3bb5db,Harjumaa ÜTK,"Liini komentaarid:<br>Ekspressliin. Kehtivad erihinnad."
aba5bc833edbcbc7f3d32ed2229d15ba,7,181,Oru - Jõhvi - Kiviõli - Tallinn,3,660000,Maanteeamet,
37412d48f410b669ff6cf497fec9e75e,71,181,Võru - Haanja - Kurgjärve - Rõuge - Utessuu - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA"
db857228321398eca0c6673b20a8d328,100047,181,Jõgeva - Kuremaa - Palamuse - Kääpa - Voore - Kuremaa - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>TASUTA<br>Liin ei ole käigus riigipühadel<br>Alates 01.01.2018 käigus suvisel koolivaheajal tööpäevadel."
46c3c929d321b48dfcbb632ca0a0cea3,100043,182,Tallinn - Sillamäe - Narva,3,660000,Maanteeamet,
641a5ebc8f3f72318b35c9362aba9eb3,71,182,Võru - Rõuge - Krabi - Varstu - Antsla - Navi - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ristemäe, Saki ja Sadramõtsa peatusi teenindatakse ainult nõudmisel. Väljumissoovist teavitada bussijuhti. Sisenemissoovi korral nõudepeatusest vajalik ettetellimine telefonil 5260065 hiljemalt kell 13."
a423fb6aa4a477effa7e26dd6f2ffe50,71,183,Võru - Osula - Urvaste - Antsla,3,3bb5db,Võru MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA<br>KULDRE peatust teenindatakse ainult nõudmisel."
e6647ae3f5a9cc745221d88fb63156ce,100047,183,Jõgeva - Kuremaa - Palamuse - Voore - Kääpa - Assikvere - Pala,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA"
6ac3f8243610dbe5ee16871760256959,100047,184,Jõgeva -Kuremaa - Voore - Torma - Lilastvere - Pala - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA<br>Nõudmisel Sissesõit Kodavere kalmistule<br>Peatustes Torma (väljumine kell 11:15), Näduvere (väljumine kell 11:18), Muta (väljumine kell 11:20), Rausi (väljumine kell 11:20), Lilastvere (väljumine kell 11:26), Piibumäe (väljumised kell 12:45, 14:54), Nõva (väljumine kell 15:24) sõidab buss tellimisel ja reisijate olemasolul"
7ba092af413c00d2cbb8e41df2011d89,71,184A,Võru - Sõmerpalu - Hänike - Antsla,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel"
90a49dff1da12bc430061035dc1aa7f7,71,184B,Antsla - Hänike - Sõmerpalu - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel"
535f9b65431e9d988c2b1bb263ac56ae,100047,185,Jõgeva - Kuremaa -  Palamuse - Saare - Pala - Kadrina - Mustvee,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA<br>Perioodil 07.06.2021-30.09.2021 ei läbi liin Kaiu ja Särgjärve peatuseid!"
911ee5ccf9eeecf9a93e79de63102165,71,185A,Võru - Sõmerpalu - Hänike - Antsla,3,3bb5db,Võru MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA"
c25c49dec155c7a0b0c05b91641d30c1,71,185B,Antsla - Hänike - Sõmerpalu - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA"
bbdb2f69f11bc59b2d4d0e2aa51d4b8c,78,186,Tallinn - Tartu - Võru,3,660000,Maanteeamet,
5dc6c28be02b71d28ad27568f17ca00f,100047,186,Kääpa - Voore - Palamuse - Kuremaa - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA<br>Piiri peatusesse sõidab buss reisija nõudmisel"
0b43008f119b3bbfcc5dc3ecfdfc2d8d,71,186A,Võru - Vastseliina - Luhamaa - Misso,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel."
2a31c1ef0187de07a6340396c238b365,71,186B,Misso - Luhamaa - Vastseliina - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel."
2d83a93b6448a9112f0df3f5519bcc5d,71,187,Võru - Luhamaa - Misso - Pältre - Vastseliina - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>Käigus ka kõikidel riigipühadel.<br>TASUTA"
691da1da0f408011940fc4797ec63fa7,100047,187,Pala - Kääpa - Voore - Palamuse - Kuremaa - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA"
dc298c53901448908245c1c24864f471,219,188,Võru - Vastseliina - Obinitsa - Koidula - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel"
663a8967f65f3cb4196202474c0eb79a,100047,188,Mustvee - Omedu - Kodavere - Pala - Palamuse - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>TASUTA<br>Liin ei ole käigus riigipühadel<br>Perioodil 07.06.2021-30.09.2021 ei läbi liin Kaiu, Saare ja Särgjärve peatuseid! Ümbersõidu tõttu võimalik hilinemine ~4-6 min alates Saarejärve peatusest."
7396646ab7496bb5923d5799871317c0,31,189,Tallinn - Tartu - Põlva - Võru,3,660000,Maanteeamet,
987551ec1a0b6d929f291e08d3114ea8,219,189,Võru - Vastseliina - Obinitsa - Plessi,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel"
9562db1f824f148f43a253a7876132e9,100047,189,Jõgeva - Kuremaa - Palamuse - Voore - Kääpa - Pala,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>TASUTA<br>Liin on käigus ka riigipühadel, kui riigipühale järgneb tööpäev"
a66cecb8d89d039236e02856ff0f0d3f,56,18A,Viru keskus - Urda,3,de2c42,Tallinna TA,
30c2738f2b076badf36b39a0e5342538,100047,18A,Viljandi - Tuhalaane - Polli - Karksi-Nuia - Piiri,3,3bb5db,Viljandi MV,"Liini komentaarid:<br>TASUTA<br>Riiklikel pühadel toimub liiklus pühapäevase sõiduplaani järgi"
8c36f9a1422b6c8427e14dac87fa7202,60,18A,Räpina - Veriora - Viluste,3,3bb5db,Põlva MV,"Liini komentaarid:<br>Käigus koolipäevadel.<br>TASUTA"
935283c50875a7b78cd6d636970ff123,60,18A,Valga - Vilaski - Antsla,3,3bb5db,Valga MV,"Liini komentaarid:<br>TASUTA<br>Liin ei ole käigus riigipühadel"
133cd2708a3fdd1f2f23d62953395af3,100047,18B,Viljandi - Tuhalaane - Polli - Karksi-Nuia - Lilli,3,3bb5db,Viljandi MV,"Liini komentaarid:<br>TASUTA<br>Peatused <b>""Karksi-Nuia""</b> kuni <b>""Lilli""</b> teenindatakse nõudepeatusena väljumiseks reisijate soovil<br>Teenindatakse nõudeliinina ettetellimisel tel. 4340089 hiljemalt eelmine päev <b>kell 18:00</b><br>Liin ei ole käigus riiklikel pühadel"
019e4681d7adef9ff43bae3337f8bd36,60,18B,Viluste - Veriora - Räpina,3,3bb5db,Põlva MV,"Liini komentaarid:<br>Käigus koolipäevadel.<br>TASUTA"
535c054371807b4c9f71a420a3deb8bf,60,18B,Valga - Vilaski - Antsla,3,3bb5db,Valga MV,"Liini komentaarid:<br>TASUTA"
18da16ddc76af4298946910a95e42de7,60,18C,Antsla - Vilaski - Valga bussijaam,3,3bb5db,Valga MV,"Liini komentaarid:<br>TASUTA"
18c28e3851af5ac5441c38978ed5348c,60,18E,Valga - Lüllemäe - Antsla,3,3bb5db,Valga MV,"Liini komentaarid:<br>TASUTA<br>Liin on käigus ka riigipühadel"
f1097dcb23c511ceee9f89f3fef0b993,60,18H,Lüllemäe - Antsla,3,3bb5db,Valga MV,"Liini komentaarid:<br>TASUTA<br>Liin on käigus koolipäevadel.Lõiku Lüllemäe-Vähero-Lüllemäe teenindatakse nõudeliinina. Vajalik ettetellimine telef.6404000"
0664e671b96a6d98856302f1231442e4,60,18I,Valga bussijaam - Lüllemäe -Antsla,3,3bb5db,Valga MV,"Liini komentaarid:<br>TASUTA<br>Liin on käigus koolivaheaegadel E, K, R<br>Liin ei ole käigus riigipühadel"
5cb223e7935b5694de70621be42b1e03,60,18J,Antsla - Lüllemäe,3,3bb5db,Valga MV,"Liini komentaarid:<br>TASUTA<br>Liin on käigus koolipäevadel.<br>Ratsimäe ja Töökoja peatust teenindatakse ainult nõudmisel väljumiseks"
001fbbfb91377d12319307681cd64442,60,18K,Antsla-Lüllemäe-Vähero-Valga,3,3bb5db,Valga MV,"Liini komentaarid:<br>TASUTA<br>Liin on käigus koolipäevadel<br>Ratsimäe peatust teenindatakse ainult nõudmisel väljumiseks"
b15feeb6d3e39636279bea7febe2524d,60,18L,Valga - Lüllemäe - Antsla,3,3bb5db,Valga MV,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA"
a88f0ff3e05fa916779c0ab3602fe9d2,60,18M,Antsla -Lüllemäe- Valga bussijaam,3,3bb5db,Valga MV,"Liini komentaarid:<br>TASUTA<br>Liin ei ole käigus riigipühadel<br>Liin on  käigus ainult koolivaheaegadel"
a59a6a27373481014dae9c99bd334c85,60,18V,Aseri - Kunda - Võsu - Tallinn,3,3bb5db,Lääne-Viru MV,"Liini komentaarid:<br>Loksa tee peatuses ümberistumine liinilt/liinile 61"
ad7e29ed3021bdc8539953568b4c60eb,50,19,Raja - Mai - Karja - Tallinna mnt - Lõo,3,de2c42,Pärnu LV,"Liini komentaarid:<br>Teatri ja Raja peatustes kohtumine liini 14 bussiga<br>Tallinna maantee Raeküla suuna kohttumispeatus liini nr. 14 bussiga üle viidud Bussijaama peatusse"
6af414ec296d5f7044cfe5be4e3722bb,60,19,Rakvere - Vihula - Vergi - Võsu - Rakvere,3,3bb5db,Lääne-Viru MV,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel"
a22682e44069fd122e59b917ba9604b4,60,19,Ahja - Vahemetsa - Mõtsküla - Ibaste - Ahja,3,3bb5db,Põlva MV,"Liini komentaarid:<br>Käigus koolipäevadel.<br>TASUTA"
6c9a1430ff330d468e27794967b8fd2d,219,190,Asunduse kauplus - Miikse - Möldri - Vastseliina,3,3bb5db,Võru MV,"Liini komentaarid:<br>Ei ole käigus riigipühadel<br>TASUTA"
e0486d24423ad5c3e8db247a4c117ce5,100047,190,Pala - Kääpa - Voore - Palamuse - Kuremaa - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin on käigus ka riigipühadel, kui riigipühale järgneb tööpäev<br>TASUTA"
34f34a2a4770ca5e410222996eebb58c,219,191,Vastseliina - Möldri - Miikse - Asunduse kauplus,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel"
42c0d6350cd75f906d509c8bce11211f,100047,191,Jõgeva - Kuremaa - Palamuse - Tabivere - Tartu,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>TASUTA<br>Liin ei ole käigus riigipühadel<br>Buss peatub peatustes Salvest ja Vene reisijate väljumiseks"
a46dbf54f7561e6e39aadc8db79e4c3a,295,191,Tallinn - Saue,3,3bb5db,Harjumaa ÜTK,
86a5a981de37169b1156b2d5d41d6f25,78,192,Tartu - Võru,3,660000,Maanteeamet,
95eb7264cc2f561cad7f537a56b01a86,219,192,Võru - Loosi - Vastseliina - Lindora - Loosi - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel."
6b2368d36d84643a5744f6e25385f6b3,100047,192,Tartu - Tabivere - Palamuse - Kuremaa - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>TASUTA<br>Liin ei ole käigus riigipühadel"
59a3d7c12533160cd60137441b054b33,219,193,Võru - Loosi - Vastseliina - Tahma - Loosi - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel."
14714340f42b15561b83f1f906ac1baa,100047,193,Jõgeva - Kaarepere -Tabivere - Tartu,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA<br>Peatuses Salvest ja Vene peatub buss reisijate väljumiseks"
c3a1e88794977e33a33ae2e6fad24c01,219,194,Võru - Loosi - Vastseliina - Tahma - Loosi - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel."
6a994af1f362d85b2c336f80bfb3818a,100047,194,Tartu - Tabivere - Kaarepere - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA"
027395ec318cb276f6e9c0f04157ebaa,219,195,Asunduse kpl-Vastseliina-Värska-Koidula-Vastseliina-Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Ei ole käigus riigipühadel"
13f64e3bea705f582b3b8edadfef8299,219,196,Võru - Vastseliina - Koidula - Vastseliina - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>Käigus ka kõikidel riigipühadel.<br>TASUTA"
7766639be13fbbf30749e69a1ea9c0db,219,197,Vastseliina - Koidula - Vastseliina - Võru,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Käigus ka kõikidel riigipühadel."
edc02019ae95e892bca1fb40de9460b3,100047,197,Jõgeva - Laiuse - Sadala - Torma - Mustvee,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin on käigus 01.10 - 30.04<br>Liin ei ole käigus riigipühadel<br>TASUTA"
7e76e2d16f5ca73ffcab7f4653086a9f,219,198,Võru - Loosi - Lindora - Vastseliina,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Riigipühal käigus vastavalt nädalapäevale"
55829f88eafc9990fe2ecb191160ebac,100047,198,Mustvee - Torma - Sadala - Laiuse - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>Liin on käigus 01.10 - 30.04<br>TASUTA"
2009a64048ff1b14150cff4932a952b1,219,199,Võru - Loosi - Tahma - Vastseliina,3,3bb5db,Võru MV,"Liini komentaarid:<br>TASUTA<br>Riigipühal käigus vastavalt nädalapäevale"
bcd923d4b5a02e165603f30525426767,100047,199,Mustvee - Torma - Sadala - Laiuse - Jõgeva,3,3bb5db,Jõgeva ÜTK,"Liini komentaarid:<br>Liin on käigus 01.05 - 30.09<br>Sissesõit Laiuse kalmistule 01.05 - 30.09<br>Liin ei ole käigus riigipühadel<br>TASUTA"
1f7440497073425c3880b050dde4e3b6,100047,19A,Karksi-Nuia - Viljandi,3,3bb5db,Viljandi MV,"Liini komentaarid:<br>TASUTA<br>Riiklikel pühadel toimub liiklus pühapäevase sõiduplaani järgi"
784f629fa9a076fc3b7d8007a8de82bd,100047,19B,Viljandi - Tuhalaane - Polli - Karksi-Nuia,3,3bb5db,Viljandi MV,"Liini komentaarid:<br>TASUTA"
62a774332c46f5b7d06d9c68214b3bbf,56,1A,Viru keskus - Viimsi keskus,3,de2c42,Tallinna TA,
5fe4bfdb0acd672d923ccade8a07fd0e,100046,1A,Paide - Mustla-Nõmme,3,3bb5db,Järvamaa ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA<br>Väljumiste kommentaarid:<br>Väljumine 6:10: Käigus tööpäevadel v.a.koolivaheajad<br>Väljumine 6:43: Käigus tööpäevadel v.a.koolivaheajad"
858c78836debb49699a9992570ff2d16,50,1A-I,Merimetsa - Turg - Sadam - Riia mnt. - Papiniidu - V-Savi,3,de2c42,Pärnu LV,
450919433f11f516db491a17c34cd395,50,1A-II,Vabaduse park-Papiniidu-Haigla-Oja-Teater-Papiniidu-Niidupark,3,de2c42,Pärnu LV,"Liini komentaarid:<br>Liin on käigus tööpäevadel"
0857df55efda639c05768c3700253e3c,100046,1B,Paide - Ussisoo - Vanaveski - Paide,3,3bb5db,Järvamaa ÜTK,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel<br>TASUTA<br>Väljumiste kommentaarid:<br>Väljumine 6:45: Liin on käigus E,K,N koolivaheaegadel"
1ababdaafbc714365bebc1006cead0ea,100046,1C,Paide-Ardu-Paide,3,3bb5db,Järvamaa ÜTK,"Liini komentaarid:<br>TASUTA<br>Liin ei ole käigus riigipühadel<br>Väljumiste kommentaarid:<br>Väljumine 6:20: Liin on käigus T,R koolivaheaegadel"
f676ca0e35b780c56c3cf4cc65076fa8,60,1I,Ruusa - Räpina - Värska veekeskus,3,3bb5db,Põlva MV,"Liini komentaarid:<br>Käigus 1. septembrist 5. juunini. Ei ole käigus riigipühadel.<br>TASUTA"
21ae67043f5330b856ebc8db5a6872d1,60,1J,Värska veekeskus - Räpina - Ruusa,3,3bb5db,Põlva MV,"Liini komentaarid:<br>TASUTA<br>Käigus 1. septembrist 5. juunini. Ei ole käigus riigipühadel."
7de6b9a968c31b8a10005b3a41dd6720,100047,2,Männimäe - Peetrimõisa - Viiratsi,3,de2c42,Viljandi MV,"Liini komentaarid:<br>Liin ei ole käigus riiklikel pühadel<br>TASUTA<br>Ümbersõidu info Viljandi linnas teetööde ajal  https://transport.viljandimaa.ee/2020/10/09/busside-liikumine-viljandis/"
d106be072b9885a9f374e983cec260a5,100046,2,Keskväljak-Lennuj-Merev-Kesklinn-Sikassaare-Kellamäe-Keskv.,3,de2c42,Saare MV,"Liini komentaarid:<br>liin ei ole käigus riigipühadel<br>NB talvel ja suvel erinevad graafikud"
ee7facb5317e77d62932f2c519f71d32,60,2,Keskv-Lennuj-Merev-Keskl-Sikass-Kiviraie-Smuuli-Nooruse-Keskv,3,de2c42,Saare MV,"Liini komentaarid:<br>liin ei ole käigus riigipühadel<br>NB talvel ja suvel erinevad graafikud"
3ef88e812ba19553a78abfe309c76563,60,2,Lõunakeskus - Kannikese - Nõlvaku,3,de2c42,Tartu LV,"Liini komentaarid:<br>Liin on riigipühadel käigus pühapäevase sõiduplaani järgi"
184736d70a760334d0380267f8670051,317,2,Piira - Lihakombinaat,3,de2c42,Lääne-Viru MV,"Liini komentaarid:<br>Liin ei ole käigus riigipühadel"
b2e66263346d2d10d74282a1b6daadd9,50,2,V-Pärnu - U-Sauga - Oja - Papiniidu - Mai - Karja - Teater,3,de2c42,Pärnu LV,"Liini komentaarid:<br>Buss käigus tööpäevadel 28 augustist - 4 juuni<br>Buss käigus tööpäevadel 28 augustist - 4 juuni<br>Buss käigus tööpäevadel 28 augustist - 4 juuni"
b023e576b3322eb89f991debe34ac77e,56,2,Mõigu - Reisisadama A-terminal,3,de2c42,Tallinna TA,
6942a3ed806d3f52367ad555cb788c16,71,2,Rapla - Kabala,3,3bb5db,Rapla MV,
0876f9e40c3820d32a59e21e6d4653cc,100047,2,Tolli - Raekoja - Palu - Raekoja - Riisali - Rükkeli,3,3bb5db,Valga MV,"Liini komentaarid:<br>Liin on riigipühadel käigus pühapäevase sõiduplaani järgi<br>Liin on riigipühadel käigus pühapäevase sõiduplaani järgi<br>Liin on riigipühadel käigus pühapäevase sõiduplaani järgi<br>pühapäeviti ja riiklikel pühadel alustab liin tööd kell 08:09 ja lõpetab kell 14:34"
b793c45fe0e5356959722468cc4f2945,317,2,Uuemõisa - Holmi,3,3bb5db,Lääne MV,"Liini komentaarid:<br>TASUTA<br>TASUTA"
1b9660ba37d124940064403c88a1b65e,56,2,Kopli - Suur-Paala,0,016e12,Tallinna TA,
13a45c3567bf99490d58fca6f9d7f5f9,100047,20,Sendi - Paemurru,3,de2c42,Narva LV,"Liini komentaarid:<br>Liin on riigipühadel käigus pühapäevase sõiduplaani järgi"
8ad9c8fe7edd07d5a4bbfca6d9c852c4,50,20,Haigla - Oja - Vabaduse park,3,de2c42,Pärnu LV,"Liini komentaarid:<br>Liin käigus tööpäevadel 01.09 kuni 12.06"
36edeafa025deda530cd260f4f88670f,56,20,Reisisadama D-terminal - Pääsküla jaam,3,de2c42,Tallinna TA,
